groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"ERS EN VRIJSTERS, enz. enz.","0045,0052,0053,0020,0045,004e,0020,0056,0052,0049,004a,0053,0054,0045,0052,0053,002c,0020,0065,006e,007a,002e,0020,0065,006e,007a,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"estelli","0065,0073,0074,0065,006c,006c,0069","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"
GEILLUSTREERDE ","000a,0047,0045,0049,004c,004c,0055,0053,0054,0052,0045,0045,0052,0044,0045,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"GEZONDEN.","0047,0045,005a,004f,004e,0044,0045,004e,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,".","002e",", ","002c,0020","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"","000c","       ","0020,0020,0020,0020,0020,0020,0020","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"KONINKLIJ","004b,004f,004e,0049,004e,004b,004c,0049,004a","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"ATSCHAPPIJ.","0041,0054,0053,0043,0048,0041,0050,0050,0049,004a,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"Telefoon No. 232.","0054,0065,006c,0065,0066,006f,006f,006e,0020,004e,006f,002e,0020,0032,0033,0032,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"N en DRANKEN","004e,0020,0065,006e,0020,0044,0052,0041,004e,004b,0045,004e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"joe","006a,006f,0065","","","miss","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"Tengar
en andere klein hout.
Medan—Bindjei. F. KEHDING.
66
TIVOLI-BIER, merk Girlbrand,
in heele en halve ﬂesschen.
VICTORIA-WATER,
tafeldrank van het Koninklijke Huis.
Bensdorp's Chocolade en Suikerwerk.
Biscuit van Huntley & Palmers,","0054,0065,006e,0067,0061,0072,000a,0065,006e,0020,0061,006e,0064,0065,0072,0065,0020,006b,006c,0065,0069,006e,0020,0068,006f,0075,0074,002e,000a,004d,0065,0064,0061,006e,2014,0042,0069,006e,0064,006a,0065,0069,002e,0020,0046,002e,0020,004b,0045,0048,0044,0049,004e,0047,002e,000a,0036,0036,000a,0054,0049,0056,004f,004c,0049,002d,0042,0049,0045,0052,002c,0020,006d,0065,0072,006b,0020,0047,0069,0072,006c,0062,0072,0061,006e,0064,002c,000a,0069,006e,0020,0068,0065,0065,006c,0065,0020,0065,006e,0020,0068,0061,006c,0076,0065,0020,fb02,0065,0073,0073,0063,0068,0065,006e,002e,000a,0056,0049,0043,0054,004f,0052,0049,0041,002d,0057,0041,0054,0045,0052,002c,000a,0074,0061,0066,0065,006c,0064,0072,0061,006e,006b,0020,0076,0061,006e,0020,0068,0065,0074,0020,004b,006f,006e,0069,006e,006b,006c,0069,006a,006b,0065,0020,0048,0075,0069,0073,002e,000a,0042,0065,006e,0073,0064,006f,0072,0070,0027,0073,0020,0043,0068,006f,0063,006f,006c,0061,0064,0065,0020,0065,006e,0020,0053,0075,0069,006b,0065,0072,0077,0065,0072,006b,002e,000a,0042,0069,0073,0063,0075,0069,0074,0020,0076,0061,006e,0020,0048,0075,006e,0074,006c,0065,0079,0020,0026,0020,0050,0061,006c,006d,0065,0072,0073,002c","","","miss","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"
","000a"," 
K A 1] ge T e Il a [° # ","0020,000a,0020,0020,000a,004b,0020,0041,0020,0031,005d,0020,0067,0065,0020,0054,0020,0065,0020,0049,006c,0020,0061,0020,005b,00b0,0020,0023,0020","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"HUISHOUDZEEPEN,","0048,0055,0049,0053,0048,004f,0055,0044,005a,0045,0045,0050,0045,004e,002c","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,," & Sohn en W. M. Rieger.","0020,0026,0020,0053,006f,0068,006e,0020,0065,006e,0020,0057,002e,0020,004d,002e,0020,0052,0069,0065,0067,0065,0072,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"
","000a"," 
KATI E 
SINGAPORE 
z g 
Hebben sleeds m voormad 
gruma hueveelheùen Stales hennnü1g‚úheüan Tan de beste fabri kan en s 
/ 
= l'ÌL_‘ 
71 
& 
Bijlen, Tjankols, Tla.ggk@lï„-st»aîem‚ Bijl-stelen, îìarken„ Gebogen Parangs, Maleische Parangs, Blì@ngs‚ Sodoks, 
Grasmessen, Pikhouweelen, Vierkente en Ronde Scheppen met en zonder stelen, Stekeldraad, EJzarär&@dnetten. in alle af - 
ngs, etc, StC. 
metmgen‚ Rabo 85; ","0020,000a,004b,0041,0054,0049,0020,0045,0020,000a,0053,0049,004e,0047,0041,0050,004f,0052,0045,0020,000a,007a,0020,0067,0020,000a,0048,0065,0062,0062,0065,006e,0020,0073,006c,0065,0065,0064,0073,0020,006d,0020,0076,006f,006f,0072,006d,0061,0064,0020,000a,0067,0072,0075,006d,0061,0020,0068,0075,0065,0076,0065,0065,006c,0068,0065,00f9,0065,006e,0020,0053,0074,0061,006c,0065,0073,0020,0068,0065,006e,006e,006e,00fc,0031,0067,201a,00fa,0068,0065,00fc,0061,006e,0020,0054,0061,006e,0020,0064,0065,0020,0062,0065,0073,0074,0065,0020,0066,0061,0062,0072,0069,0020,006b,0061,006e,0020,0065,006e,0020,0073,0020,000a,0020,0020,000a,0020,0020,000a,0020,0020,000a,002f,0020,000a,0020,0020,0020,0020,0020,000a,003d,0020,006c,0027,00cc,004c,005f,2018,0020,000a,0037,0031,0020,000a,0026,0020,000a,0020,0020,000a,0042,0069,006a,006c,0065,006e,002c,0020,0054,006a,0061,006e,006b,006f,006c,0073,002c,0020,0054,006c,0061,002e,0067,0067,006b,0040,006c,00ef,201e,002d,0073,0074,00bb,0061,00ee,0065,006d,201a,0020,0042,0069,006a,006c,002d,0073,0074,0065,006c,0065,006e,002c,0020,00ee,00ec,0061,0072,006b,0065,006e,201e,0020,0047,0065,0062,006f,0067,0065,006e,0020,0050,0061,0072,0061,006e,0067,0073,002c,0020,004d,0061,006c,0065,0069,0073,0063,0068,0065,0020,0050,0061,0072,0061,006e,0067,0073,002c,0020,0042,006c,00ec,0040,006e,0067,0073,201a,0020,0053,006f,0064,006f,006b,0073,002c,0020,000a,0047,0072,0061,0073,006d,0065,0073,0073,0065,006e,002c,0020,0050,0069,006b,0068,006f,0075,0077,0065,0065,006c,0065,006e,002c,0020,0056,0069,0065,0072,006b,0065,006e,0074,0065,0020,0065,006e,0020,0052,006f,006e,0064,0065,0020,0053,0063,0068,0065,0070,0070,0065,006e,0020,006d,0065,0074,0020,0065,006e,0020,007a,006f,006e,0064,0065,0072,0020,0073,0074,0065,006c,0065,006e,002c,0020,0053,0074,0065,006b,0065,006c,0064,0072,0061,0061,0064,002c,0020,0045,004a,007a,0061,0072,00e4,0072,0026,0040,0064,006e,0065,0074,0074,0065,006e,002e,0020,0069,006e,0020,0061,006c,006c,0065,0020,0061,0066,0020,002d,0020,000a,006e,0067,0073,002c,0020,0065,0074,0063,002c,0020,0053,0074,0043,002e,0020,000a,006d,0065,0074,006d,0067,0065,006e,201a,0020,0052,0061,0062,006f,0020,0038,0035,003b,0020","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"b","0062","h","0068","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"ngen.","006e,0067,0065,006e,002e","ingen. ","0069,006e,0067,0065,006e,002e,0020","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"brikaat.","0062,0072,0069,006b,0061,0061,0074,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"A","0041","","","none","2"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"QE","0051,0045","OL","004f,004c","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"",""," 
EAË©U]L j y 1ngencht voor Kilo’s en Kattie’s en Kattie’s en Ponden. 
IJzeren en Koperen Ledekanten in alle afmetingen. ","0020,000a,0045,0041,00cb,00a9,0055,005d,004c,0020,006a,0020,0079,0020,0031,006e,0067,0065,006e,0063,0068,0074,0020,0076,006f,006f,0072,0020,004b,0069,006c,006f,2019,0073,0020,0065,006e,0020,004b,0061,0074,0074,0069,0065,2019,0073,0020,0065,006e,0020,004b,0061,0074,0074,0069,0065,2019,0073,0020,0065,006e,0020,0050,006f,006e,0064,0065,006e,002e,0020,000a,0049,004a,007a,0065,0072,0065,006e,0020,0065,006e,0020,004b,006f,0070,0065,0072,0065,006e,0020,004c,0065,0064,0065,006b,0061,006e,0074,0065,006e,0020,0069,006e,0020,0061,006c,006c,0065,0020,0061,0066,006d,0065,0074,0069,006e,0067,0065,006e,002e,0020","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"","","
","000a","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"E","0045","K","004b","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"MA","004d,0041","VE","0056,0045","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,," en ","0020,0065,006e,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"
","000a"," 
„ EDI Tia PANGKALAN BRANDAR 4 e e e e 
e ÊÊÎÊS 0$ngîrllv%raïlît EL DASSAgE hu de Agenien : ","0020,000a,201e,0020,0045,0044,0049,0020,0054,0069,0061,0020,0050,0041,004e,0047,004b,0041,004c,0041,004e,0020,0042,0052,0041,004e,0044,0041,0052,0020,0034,0020,0065,0020,0065,0020,0065,0020,0065,0020,000a,0065,0020,00ca,00ca,00ce,00ca,0053,0020,0030,0024,006e,0067,00ee,0072,006c,006c,0076,0025,0072,0061,00ef,006c,00ee,0074,0020,0045,004c,0020,0044,0041,0053,0053,0041,0067,0045,0020,0068,0075,0020,0064,0065,0020,0041,0067,0065,006e,0069,0065,006e,0020,003a,0020","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"PROVISI","0050,0052,004f,0056,0049,0053,0049","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"ARDEWERK.","0041,0052,0044,0045,0057,0045,0052,004b,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,," enz","0020,0065,006e,007a","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"TOILET ZEEPEN","0054,004f,0049,004c,0045,0054,0020,005a,0045,0045,0050,0045,004e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"
van Ed. Pinau","000a,0076,0061,006e,0020,0045,0064,002e,0020,0050,0069,006e,0061,0075","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"St.-NICOLAAS GEBAK,","0053,0074,002e,002d,004e,0049,0043,004f,004c,0041,0041,0053,0020,0047,0045,0042,0041,004b,002c","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"e","0065","a","0061","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"C","0043","G","0047","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"re","0072,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"NER","004e,0045,0052","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"
","000a"," 
5 | VanNie & Co. _ ","0020,000a,0035,0020,007c,0020,0056,0061,006e,004e,0069,0065,0020,0026,0020,0043,006f,002e,0020,005f,0020","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"Ë","00cb"," E","0020,0045","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,", PORS","002c,0020,0050,004f,0052,0053","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"
Nibong ","000a,004e,0069,0062,006f,006e,0067,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,".","002e",",","002c","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,".","002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"OENE ZEEP en","004f,0045,004e,0045,0020,005a,0045,0045,0050,0020,0065,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"
","000a"," "‘Ï‘. & 
Steeds versche aanvoer: ","0020,0022,2018,00cf,2018,002e,0020,0026,0020,000a,0020,0020,000a,0053,0074,0065,0065,0064,0073,0020,0076,0065,0072,0073,0063,0068,0065,0020,0061,0061,006e,0076,006f,0065,0072,003a,0020","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"PARFUMERIEN","0050,0041,0052,0046,0055,004d,0045,0052,0049,0045,004e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,". Piver, Wol","002e,0020,0050,0069,0076,0065,0072,002c,0020,0057,006f,006c","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"KE","004b,0045","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"VR","0056,0052","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,," v","0020,0076","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"e ","0065,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"-BI","002d,0042,0049","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"I","0049","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"an","0061,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"","",", 
Bensdorp’s Chocolade en Suikerwerk","002c,0020,000a,0042,0065,006e,0073,0064,006f,0072,0070,2019,0073,0020,0043,0068,006f,0063,006f,006c,0061,0064,0065,0020,0065,006e,0020,0053,0075,0069,006b,0065,0072,0077,0065,0072,006b","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00673349.nld.xml.txt,,,,"
","000a"," 
en andere klein hout. ","0020,000a,0065,006e,0020,0061,006e,0064,0065,0072,0065,0020,006b,006c,0065,0069,006e,0020,0068,006f,0075,0074,002e,0020","none","1"
